X1_Horas_Actuales,X2_Frec_Semanal,X3_Horas_Fallidas,X4_Semanas_Restantes,X5_Disp_Neta_Restante,X6_Antiguedad,X7_Tipo_Carrera,X8_Beca,X9_Carrera_Id,Y_Horas_Totales_Finales
2.961719217621505,0.10356777860084758,11.23258422568142,8,50.0,0.0,0.0,0.5,6.0,15.69585080323597
12.116751378242494,0.42598969776943546,9.726603939642951,8,50.0,0.0,0.0,0.5,6.0,26.953454996525508
20.207432911291196,0.700101909894591,7.336348397726542,8,50.0,0.0,0.0,0.5,25.0,68.66240694676623
16.53727595587139,0.420545187013734,7.607930540654735,8,50.0,1.0,0.0,1.0,10.0,68.40578834631827
3.605947476741544,0.21908016176970807,9.471844689909249,8,50.0,2.0,0.0,0.5,14.0,51.50137180492431
6.513734390885931,0.31968724916265584,9.447687221480123,8,50.0,2.0,0.0,1.0,10.0,52.04309073266445
5.628292271284973,0.17093013305486418,10.00146991509295,8,50.0,2.0,1.0,0.75,11.0,63.84803016507537
9.108950282941322,0.27379362211297664,8.806596510603603,8,50.0,0.0,0.0,0.75,23.0,63.27722010012227
2.3778309720209845,0.08366321258183163,11.442088150162027,8,50.0,2.0,0.0,0.5,2.0,30.52161314657202
0.0,0.0,12.0333277481252,8,50.0,0.0,0.0,0.5,6.0,21.90591452351954
6.36795728245794,0.20795858829065156,9.736335624340315,8,50.0,0.0,0.0,0.5,6.0,48.39816666644324
3.501991739965006,0.19544423800715421,10.363806455190959,8,50.0,2.0,0.0,1.0,10.0,35.41674293174084
13.772300750696827,0.624204523493124,7.777045100621598,8,50.0,2.0,0.0,0.75,3.0,45.29365593553295
3.3778785155410342,0.11681769067268842,11.184691631556346,8,50.0,0.0,0.0,0.5,6.0,33.08784071955061
5.25526972625,0.25030111885429357,9.466417570058901,8,50.0,1.0,0.0,0.75,24.0,46.38452106133733
0.0,0.0,11.92301187315552,8,50.0,1.0,1.0,0.75,11.0,23.51934896950202
13.61689235422779,0.16671205204793604,10.03236789460852,8,50.0,0.0,0.0,0.5,6.0,50.1807865048591
5.238331506854927,0.12284437812313721,10.79571102940788,8,50.0,2.0,0.0,0.5,7.0,24.18990779904968
8.365711581533407,0.3735306406218926,8.01519272489386,8,50.0,2.0,1.0,0.75,11.0,42.257178281194534
5.183859084134823,0.23509481947023958,10.053960006788872,8,50.0,1.0,0.0,0.5,26.0,60.52505884575659
4.7586880417477015,0.22855466602431912,9.430968433727617,8,50.0,1.0,0.0,1.0,23.0,58.6106189092976
4.7493350903396525,0.2563462783594931,8.910482913655619,8,50.0,2.0,0.0,0.5,10.0,47.61597606071404
8.427338322610552,0.2784285309097868,9.507132110592563,8,50.0,1.0,1.0,1.0,11.0,59.54917132803457
4.441286427827016,0.21278039593341994,10.412839999283301,8,50.0,2.0,0.0,0.5,5.0,55.60391256701765
4.568421608028501,0.25284513002763714,10.556738507962214,8,50.0,2.0,0.0,0.75,3.0,15.405370776408592
36.14106344309647,1.1595143070514398,7.302502998157466,8,50.0,2.0,0.0,1.0,4.0,74.26985439785717
0.0,0.0,11.974514913348349,8,50.0,1.0,0.0,0.75,24.0,47.42821193789762
3.5352739227765215,0.19245765386870584,10.741081558649588,8,50.0,1.0,0.0,1.0,22.0,35.338303374159274
6.141482192549644,0.22320467149672463,9.124835037026104,8,50.0,0.0,0.0,0.75,23.0,61.98272673392016
2.9519562614798187,0.1431299314435645,10.268725662995948,8,50.0,1.0,0.0,0.5,10.0,60.312726667656655
14.68574228203632,0.4697653559491125,8.106422106824143,8,50.0,2.0,0.0,1.0,5.0,55.93549305074513
13.88110058875524,0.0978126291285986,11.610869844943746,8,50.0,2.0,0.0,0.75,5.0,53.713848246796225
32.9298430665649,1.0065803209752884,7.486701152277733,8,50.0,2.0,0.0,1.0,4.0,82.53573090763744
6.780041809168115,0.16097321714119894,9.979522874474917,8,50.0,2.0,0.0,1.0,5.0,77.93781557898544
31.69738300315551,0.9600989013507624,4.639981373565914,8,50.0,2.0,0.0,0.5,2.0,100.87612234829494
9.12638815327154,0.26147048726259575,9.972762224050962,8,50.0,2.0,0.0,1.0,8.0,53.96110475749833
28.16006739141288,0.9988898627827197,5.289659661916536,8,50.0,2.0,0.0,1.0,8.0,100.67162862395547
2.9468025232709243,0.11886855036302149,10.554440741357778,8,50.0,2.0,1.0,1.0,11.0,70.9564777190786
3.0175301296924397,0.13233505273383414,10.596599977366948,8,50.0,2.0,1.0,1.0,11.0,70.16592557734477
3.4244844410040987,0.12284400906426599,10.668108019322203,8,50.0,1.0,0.0,1.0,21.0,67.05431924943926
5.661648138217302,0.20199375575333176,9.602495635115062,8,50.0,2.0,0.0,1.0,5.0,87.83814002839938
5.973019354543764,0.29078997610025387,9.447436097603104,8,50.0,2.0,0.0,0.75,3.0,17.055727188164493
8.47317862011811,0.24719455434509502,10.478527000393832,8,50.0,2.0,0.0,0.75,15.0,27.012491717649212
7.3187940856036855,0.16299837026465888,10.048086461765141,8,50.0,2.0,0.0,0.5,7.0,39.92828695006078
31.513993462366287,0.9237256083499652,7.967700582590262,8,50.0,2.0,0.0,1.0,4.0,88.52653686486413
4.037671868899821,0.20782456136127136,9.24542191558929,8,50.0,2.0,0.0,1.0,5.0,58.413629245162895
3.6801882401884387,0.04961965344569948,11.498294531381886,8,50.0,2.0,0.0,0.5,7.0,10.06483047576406
0.0,0.0,12.084084619320807,8,50.0,1.0,0.0,0.5,26.0,55.08794847002468
8.778587266012767,0.39248691183694084,8.008771861824355,8,50.0,2.0,1.0,0.75,11.0,47.72731749253393
7.117687115007446,0.2444942242943779,9.983981783221015,8,50.0,0.0,0.0,0.5,6.0,49.33809592076947
5.336794032442386,0.147233119581682,10.87742463623174,8,50.0,2.0,0.0,0.5,2.0,24.920529471039604
26.32037619716456,0.652893631579539,7.283104374012233,8,50.0,1.0,0.0,0.5,1.0,84.65867125462954
7.296584229186619,0.2871857073257861,10.122953503584762,8,50.0,0.0,0.0,0.5,6.0,51.193030607711435
8.721860182212172,0.10504375262601913,10.666121917759474,8,50.0,2.0,0.0,0.75,20.0,56.750358503569096
9.146849990821133,0.2882406139774619,9.391526671499053,8,50.0,1.0,1.0,1.0,11.0,42.85749780884477
45.52417130989942,1.078527987309968,4.1415358463101954,8,50.0,2.0,1.0,0.75,11.0,87.43131172136432
6.1781183583810515,0.24572687679122468,9.184835688767201,8,50.0,2.0,0.0,0.5,10.0,45.3043916707752
22.12971044502244,0.6106733062086428,7.615503966539475,8,50.0,2.0,0.0,0.5,2.0,85.80885328823955
23.908506343344538,0.1422354531400714,10.51678172769294,8,50.0,2.0,0.0,0.5,8.0,68.5777052889426
52.566786765455966,1.4145154771289457,4.49656301481575,8,50.0,2.0,0.0,1.0,4.0,91.18711844402412
5.440557941658271,0.20416939888235075,9.72304145767962,8,50.0,2.0,0.0,0.75,20.0,54.91644580697308
5.62399621221865,0.3159971498553515,9.92912359595545,8,50.0,1.0,0.0,1.0,22.0,57.19996578875218
16.95919043154827,0.5889743404953328,7.5203659041158595,8,50.0,0.0,0.0,0.75,23.0,88.98637258512507
30.100563170752455,0.6982765210787587,6.594693388325267,8,50.0,2.0,1.0,0.75,11.0,85.86724069521341
8.690979800824861,0.30596861780107854,9.279571792053725,8,50.0,1.0,0.0,0.5,10.0,39.76129005155598
16.585319492085116,0.3570715981415884,9.12580092295877,8,50.0,2.0,0.0,1.0,12.0,55.82179424146318
2.2490795110003914,0.0612395672553147,11.02523487244673,8,50.0,2.0,0.0,0.75,20.0,53.55393572201172
23.59268493605421,0.7353565478618516,8.398819193444865,8,50.0,2.0,0.0,0.5,2.0,58.46041811664161
10.24779253107465,0.24642979128111273,9.87089600060845,8,50.0,0.0,0.0,0.5,6.0,43.409793583566604
2.9915285650745798,0.12267825340188718,10.258188767381528,8,50.0,1.0,0.0,1.0,21.0,63.12956245104019
2.7474635668871983,0.08036271761059548,10.808128309682031,8,50.0,1.0,0.0,1.0,21.0,65.79177822564607
5.024501249830604,0.1655219864309922,10.207922076389783,8,50.0,2.0,1.0,0.5,11.0,51.135792287914775
13.170412698924276,0.4004839452106482,7.46779812509498,8,50.0,2.0,1.0,0.5,11.0,70.57293960703419
4.098338337505563,0.24418435636390054,10.38557932759582,8,50.0,1.0,0.0,1.0,22.0,38.95304618483493
10.734187321121633,0.24989393512541644,10.698711109396765,8,50.0,2.0,0.0,0.75,15.0,25.680883525575513
8.645151537035792,0.38173537604894553,7.850605212030094,8,50.0,2.0,1.0,0.75,11.0,58.740175048203305
7.122413815718,0.16159059370857665,10.293698896003653,8,50.0,1.0,0.0,1.0,21.0,49.330261855167734
1.1556638995898871,0.08393293015617033,11.354627756215987,8,50.0,2.0,1.0,0.5,11.0,68.04443836967906
7.9526056261006595,0.2642628642196166,9.160810855311988,8,50.0,1.0,1.0,1.0,11.0,44.897611539876365
4.227845091841303,0.1494766733262988,10.410602431547572,8,50.0,2.0,1.0,0.75,11.0,77.04163271698464
10.206009705369508,0.22426788696145278,9.410619156143197,8,50.0,0.0,0.0,0.5,6.0,45.27929728730184
16.41736987852117,0.5466370120991406,6.9809742785488265,8,50.0,1.0,0.0,0.5,18.0,45.954838984232715
7.135960154598218,0.24837629032459013,10.13223058573227,8,50.0,0.0,0.0,0.5,6.0,50.68317095378036
